date;Temperature;Humidity;Light;CO2
2/11/2015 17:29;21.89;30.175;419.0;751.3333333
2/11/2015 17:30;21.89;30.03333333;419.0;746.5
2/11/2015 17:31;21.89;29.8675;419.0;740.5
2/11/2015 17:32;21.89;29.89;419.0;719.0
2/11/2015 17:34;21.815;29.84;419.0;718.0
2/11/2015 17:35;21.82333333;29.85666667;419.0;716.0
2/11/2015 17:36;21.84;29.84;419.0;712.25
2/11/2015 17:37;21.815;29.815;419.0;708.5
2/11/2015 17:38;21.84;29.795;419.0;702.0
2/11/2015 17:39;21.815;29.7475;419.0;695.75
2/11/2015 17:41;21.79;29.73;419.0;686.6666667
2/11/2015 17:42;21.815;29.55;419.0;679.75
2/11/2015 17:43;21.79;29.5;419.0;674.0
2/11/2015 17:44;21.79;29.3675;419.0;669.25
2/11/2015 17:45;21.815;29.6725;419.0;679.0
2/11/2015 17:47;21.79;29.6;419.0;678.0
2/11/2015 17:48;21.84;29.55;419.0;674.0
2/11/2015 17:49;21.79;29.4725;419.0;666.5
2/11/2015 17:50;21.79;29.34;419.0;665.6666667
2/11/2015 17:51;21.89;29.29;419.0;648.6666667
2/11/2015 17:53;21.89;29.29;419.0;635.0
2/11/2015 17:54;21.865;29.29;419.0;636.25
2/11/2015 17:55;21.89;29.34;419.0;636.25
2/11/2015 17:57;21.85666667;29.43333333;419.0;640.3333333
2/11/2015 17:58;21.89;29.245;419.0;638.5
2/11/2015 18:00;21.89;29.42;415.5;643.5
2/11/2015 18:01;21.89;29.7725;415.0;648.0
2/11/2015 18:02;21.89;29.7475;419.0;656.75
2/11/2015 18:03;21.89;29.45666667;419.0;655.6666667
2/11/2015 18:04;21.89;29.2675;419.0;646.75
2/11/2015 18:06;21.89;29.23;419.0;639.0
2/11/2015 18:07;21.89;29.2;419.0;633.5
2/11/2015 18:08;21.865;29.125;419.0;631.0
2/11/2015 18:10;21.815;28.9725;419.0;614.75
2/11/2015 18:11;21.82333333;28.85666667;419.0;603.0
2/11/2015 18:13;21.79;28.79;419.0;600.75
2/11/2015 18:14;21.79;28.695;419.0;601.0
2/11/2015 18:15;21.79;28.63333333;419.0;601.6666667
2/11/2015 18:16;21.79;28.7225;419.0;597.25
2/11/2015 18:17;21.79;28.53333333;419.0;596.6666667
2/11/2015 18:19;21.79;28.525;419.0;595.25
2/11/2015 18:20;21.79;28.42;419.0;588.5
2/11/2015 18:21;21.79;28.55;419.0;585.0
2/11/2015 18:22;21.7675;28.5;419.0;585.75
2/11/2015 18:23;21.7;28.445;412.0;584.5
2/11/2015 18:24;21.7;28.56666667;0.0;582.0
2/11/2015 18:26;21.7;28.76;0.0;578.0
2/11/2015 18:27;21.7;28.79;0.0;584.0
2/11/2015 18:28;21.7;28.79;0.0;586.5
2/11/2015 18:29;21.7;28.84;0.0;587.5
2/11/2015 18:30;21.7;28.86;0.0;592.3333333
2/11/2015 18:32;21.7;28.79;0.0;590.0
2/11/2015 18:33;21.6;28.895;0.0;590.0
2/11/2015 18:34;21.63333333;28.79;0.0;590.5
2/11/2015 18:35;21.6;28.73;0.0;593.5
2/11/2015 18:36;21.6;28.79;0.0;595.0
2/11/2015 18:38;21.55;28.79;0.0;593.0
2/11/2015 18:39;21.6;28.79;0.0;582.5
2/11/2015 18:40;21.6;28.79;0.0;579.5
2/11/2015 18:42;21.5;28.84;0.0;596.5
2/11/2015 18:43;21.5;28.79;0.0;606.0
2/11/2015 18:45;21.5;29.6;0.0;605.0
2/11/2015 18:46;21.5;28.995;0.0;642.5
2/11/2015 18:47;21.39;29.015;0.0;604.25
2/11/2015 18:48;21.39;29.445;0.0;596.0
2/11/2015 18:49;21.39;29.2;0.0;612.0
2/11/2015 18:51;21.32333333;29.33;0.0;1760.0
2/11/2015 18:52;21.29;29.0;0.0;1665.0
2/11/2015 18:53;21.29;29.03;0.0;1255.666667
2/11/2015 18:55;21.29;29.1;0.0;619.0
2/11/2015 18:56;21.29;29.92666667;0.0;582.0
2/11/2015 18:58;21.29;29.8;0.0;616.0
2/11/2015 18:59;21.245;29.55;0.0;648.5
2/11/2015 19:00;21.2;29.5;0.0;673.0
2/11/2015 19:01;21.2;30.1;0.0;608.0
2/11/2015 19:02;21.2;30.45;0.0;621.5
2/11/2015 19:04;21.2;30.0;0.0;589.3333333
2/11/2015 19:05;21.2;29.9;0.0;608.5
2/11/2015 19:06;21.2;29.945;0.0;620.0
2/11/2015 19:07;21.2;29.495;0.0;598.5
2/11/2015 19:08;21.2;29.64;0.0;640.5
2/11/2015 19:09;21.2;29.89;0.0;670.0
2/11/2015 19:11;21.2;29.79;0.0;619.0
2/11/2015 19:12;21.2;29.76;0.0;571.6666667
2/11/2015 19:13;21.2;29.995;0.0;533.5
2/11/2015 19:14;21.16666667;29.99666667;0.0;618.6666667
2/11/2015 19:15;21.15;31.05;0.0;515.0
2/11/2015 19:17;21.15;29.8;0.0;513.5
2/11/2015 19:18;21.15;29.645;0.0;520.0
2/11/2015 19:19;21.1;29.65;0.0;527.5
2/11/2015 19:20;21.1;29.45;0.0;526.0
2/11/2015 19:21;21.1;29.66333333;0.0;526.3333333
2/11/2015 19:23;21.1;29.89;0.0;524.0
2/11/2015 19:24;21.1;29.695;0.0;524.5
2/11/2015 19:25;21.1;29.89666667;0.0;521.3333333
2/11/2015 19:27;21.1;29.945;0.0;522.5
2/11/2015 19:28;21.05;29.75;0.0;520.0
2/11/2015 19:30;21.1;30.29;0.0;526.0
2/11/2015 19:31;21.1;29.39;0.0;530.0
2/11/2015 19:32;21.1;29.6;0.0;529.0
2/11/2015 19:33;21.1;29.34;0.0;529.0
2/11/2015 19:34;21.1;29.745;0.0;527.0
2/11/2015 19:36;21.1;30.05;0.0;526.0
2/11/2015 19:37;21.075;29.5;0.0;526.0
2/11/2015 19:38;21.1;29.5;0.0;526.0
2/11/2015 19:40;21.1;30.1;0.0;534.0
2/11/2015 19:41;21.1;29.445;0.0;521.3333333
2/11/2015 19:43;21.1;29.645;0.0;523.5
2/11/2015 19:44;21.1;30.1;0.0;521.0
2/11/2015 19:45;21.0;29.945;0.0;522.0
2/11/2015 19:46;21.1;29.6;0.0;520.0
2/11/2015 19:47;21.0;30.0;0.0;520.0
2/11/2015 19:49;21.0;29.53;0.0;523.6666667
2/11/2015 19:50;21.0;29.55;0.0;520.0
2/11/2015 19:51;21.0;29.195;0.0;524.5
2/11/2015 19:52;21.0;29.53;0.0;519.3333333
2/11/2015 19:53;21.0;29.445;0.0;519.0
2/11/2015 19:54;21.0;29.945;0.0;522.5
2/11/2015 19:56;21.0;29.8;0.0;527.5
2/11/2015 19:57;21.0;30.06666667;0.0;537.0
2/11/2015 19:58;21.0;29.76666667;0.0;542.3333333
2/11/2015 19:59;21.0;29.5;0.0;548.0
2/11/2015 20:00;21.0;29.92666667;0.0;549.6666667
2/11/2015 20:02;21.0;29.495;0.0;562.0
2/11/2015 20:03;21.0;29.5;0.0;583.0
2/11/2015 20:04;21.0;29.4475;0.0;552.0
2/11/2015 20:05;21.0;29.69666667;0.0;540.0
2/11/2015 20:06;21.0;29.445;0.0;527.3333333
2/11/2015 20:08;21.0;29.495;0.0;517.0
2/11/2015 20:09;21.0;30.06;0.0;517.3333333
2/11/2015 20:10;21.0;30.0;0.0;513.0
2/11/2015 20:12;21.0;29.56;0.0;513.0
2/11/2015 20:13;21.0;29.9;0.0;512.3333333
2/11/2015 20:15;21.0;29.8;0.0;510.5
2/11/2015 20:16;20.92666667;29.59333333;0.0;512.0
2/11/2015 20:17;20.945;29.445;0.0;509.0
2/11/2015 20:18;20.945;29.6;0.0;502.5
2/11/2015 20:19;21.0;29.55;0.0;503.0
2/11/2015 20:21;21.0;29.2;0.0;502.0
2/11/2015 20:22;21.0;29.23;0.0;500.0
2/11/2015 20:23;21.0;29.745;0.0;504.0
2/11/2015 20:25;21.0;30.09;0.0;497.0
2/11/2015 20:26;20.945;30.4;0.0;494.5
2/11/2015 20:28;20.92666667;30.09333333;0.0;499.6666667
2/11/2015 20:29;20.92666667;29.83;0.0;498.3333333
2/11/2015 20:30;20.89;30.29;0.0;498.0
2/11/2015 20:31;20.89;29.35;0.0;499.0
2/11/2015 20:32;20.945;30.0;0.0;499.0
2/11/2015 20:34;20.89;29.6175;0.0;492.25
2/11/2015 20:35;20.89;29.79;0.0;495.0
2/11/2015 20:36;20.89;29.92;0.0;492.0
2/11/2015 20:37;20.89;29.3;0.0;494.5
2/11/2015 20:38;20.89;29.5;0.0;499.0
2/11/2015 20:39;20.89;29.7;0.0;493.0
2/11/2015 20:41;20.89;29.79;0.0;491.5
2/11/2015 20:42;20.89;29.7675;0.0;492.0
2/11/2015 20:43;20.89;29.495;0.0;492.0
2/11/2015 20:44;20.89;30.42;0.0;486.0
2/11/2015 20:45;20.85666667;29.62666667;0.0;491.3333333
2/11/2015 20:47;20.89;29.495;0.0;491.0
2/11/2015 20:48;20.89;29.35;0.0;491.0
2/11/2015 20:49;20.89;29.5;0.0;496.0
2/11/2015 20:50;20.89;29.29;0.0;500.0
2/11/2015 20:51;20.79;29.16666667;0.0;495.6666667
2/11/2015 20:53;20.89;29.65;0.0;489.0
2/11/2015 20:54;20.79;29.5;0.0;489.0
2/11/2015 20:55;20.85666667;29.53333333;0.0;495.0
2/11/2015 20:57;20.79;29.29666667;0.0;495.5
2/11/2015 20:58;20.79;29.545;0.0;493.5
2/11/2015 21:00;20.79;29.495;0.0;494.0
2/11/2015 21:01;20.79;29.29;0.0;496.0
2/11/2015 21:02;20.79;29.395;0.0;486.0
2/11/2015 21:03;20.79;30.25;0.0;485.0
2/11/2015 21:04;20.79;29.34;0.0;490.0
2/11/2015 21:06;20.76;29.56333333;0.0;484.6666667
2/11/2015 21:07;20.79;30.09666667;0.0;485.3333333
2/11/2015 21:08;20.79;29.89;0.0;487.5
2/11/2015 21:10;20.79;29.795;0.0;496.5
2/11/2015 21:11;20.79;29.85;0.0;493.5
2/11/2015 21:13;20.79;29.45;0.0;489.0
2/11/2015 21:14;20.79;29.83;0.0;486.3333333
2/11/2015 21:15;20.79;29.445;0.0;486.5
2/11/2015 21:16;20.79;29.39;0.0;486.0
2/11/2015 21:17;20.79;29.39;0.0;486.0
2/11/2015 21:19;20.79;30.2;0.0;488.0
2/11/2015 21:20;20.79;29.79333333;0.0;489.3333333
2/11/2015 21:21;20.79;29.39;0.0;488.5
2/11/2015 21:22;20.79;29.245;0.0;488.0
2/11/2015 21:23;20.79;29.05;0.0;493.0
2/11/2015 21:24;20.79;30.6;0.0;486.0
2/11/2015 21:26;20.79;29.79;0.0;486.6666667
2/11/2015 21:27;20.745;29.545;0.0;490.5
2/11/2015 21:28;20.79;29.945;0.0;487.5
2/11/2015 21:29;20.79;30.045;0.0;488.0
2/11/2015 21:30;20.79;29.495;0.0;492.0
2/11/2015 21:32;20.79;29.95;0.0;487.5
2/11/2015 21:33;20.79;29.795;0.0;489.5
2/11/2015 21:34;20.7;29.79;0.0;488.0
2/11/2015 21:35;20.7;29.0;0.0;488.0
2/11/2015 21:36;20.79;29.495;0.0;492.0
2/11/2015 21:38;20.79;29.2;0.0;486.0
2/11/2015 21:39;20.79;29.84;0.0;489.0
2/11/2015 21:40;20.76;29.42666667;0.0;488.3333333
2/11/2015 21:42;20.79;29.5;0.0;489.0
2/11/2015 21:43;20.7;29.145;0.0;492.0
2/11/2015 21:45;20.7225;29.67;0.0;488.75
2/11/2015 21:46;20.7;29.35666667;0.0;491.0
2/11/2015 21:47;20.745;29.39;0.0;492.5
2/11/2015 21:48;20.745;29.29;0.0;486.0
2/11/2015 21:49;20.7;29.39;0.0;495.0
2/11/2015 21:51;20.7;28.65;0.0;495.0
2/11/2015 21:52;20.7;28.9;0.0;496.0
2/11/2015 21:53;20.7;29.6;0.0;490.5
2/11/2015 21:55;20.7;28.645;0.0;485.0
2/11/2015 21:56;20.7;29.29;0.0;489.0
2/11/2015 21:58;20.7;29.99666667;0.0;490.0
2/11/2015 21:59;20.7;29.49666667;0.0;493.3333333
2/11/2015 22:00;20.7;29.2;0.0;488.0
2/11/2015 22:01;20.7;29.13;0.0;490.6666667
2/11/2015 22:02;20.7;29.02666667;0.0;487.0
2/11/2015 22:04;20.7;29.545;0.0;490.5
2/11/2015 22:05;20.7;28.895;0.0;494.0
2/11/2015 22:06;20.7;28.895;0.0;494.5
2/11/2015 22:07;20.7;29.195;0.0;486.0
2/11/2015 22:08;20.7;29.4;0.0;488.5
2/11/2015 22:09;20.7;29.445;0.0;491.5
2/11/2015 22:11;20.7;29.195;0.0;489.0
2/11/2015 22:12;20.7;29.09;0.0;491.5
2/11/2015 22:13;20.7;29.3;0.0;489.0
2/11/2015 22:14;20.7;28.995;0.0;492.5
2/11/2015 22:15;20.7;29.35;0.0;485.0
2/11/2015 22:17;20.7;28.745;0.0;488.0
2/11/2015 22:18;20.7;28.495;0.0;489.5
2/11/2015 22:19;20.7;28.56;0.0;486.3333333
2/11/2015 22:20;20.7;28.2;0.0;487.0
2/11/2015 22:21;20.6;28.0;0.0;487.0
2/11/2015 22:23;20.7;28.29;0.0;487.0
2/11/2015 22:24;20.63333333;28.99666667;0.0;487.0
2/11/2015 22:25;20.6;28.195;0.0;488.0
2/11/2015 22:27;20.6;28.4;0.0;486.0
2/11/2015 22:28;20.6;28.495;0.0;497.0
2/11/2015 22:30;20.6;29.0;0.0;498.0
2/11/2015 22:31;20.6;28.945;0.0;497.0
2/11/2015 22:32;20.6;28.79;0.0;496.5
2/11/2015 22:33;20.6;28.03333333;0.0;487.0
2/11/2015 22:34;20.5;27.995;0.0;486.5
2/11/2015 22:36;20.5;28.59;0.0;489.0
2/11/2015 22:37;20.53333333;28.02333333;0.0;488.0
2/11/2015 22:38;20.5;27.79;0.0;487.0
2/11/2015 22:40;20.55;28.195;0.0;488.5
2/11/2015 22:41;20.5;27.96333333;0.0;499.3333333
2/11/2015 22:43;20.55;28.1;0.0;499.0
2/11/2015 22:44;20.55;28.245;0.0;489.0
2/11/2015 22:45;20.55;28.195;0.0;489.5
2/11/2015 22:46;20.5;27.79;0.0;486.0
2/11/2015 22:47;20.5;27.7;0.0;488.0
2/11/2015 22:49;20.5;28.16;0.0;484.6666667
2/11/2015 22:50;20.5;27.73;0.0;491.6666667
2/11/2015 22:51;20.5;28.7;0.0;492.0
2/11/2015 22:52;20.5;28.445;0.0;488.5
2/11/2015 22:53;20.53333333;28.0;0.0;489.3333333
2/11/2015 22:54;20.55;27.6;0.0;491.5
2/11/2015 22:56;20.55;28.04;0.0;493.5
2/11/2015 22:57;20.5;28.895;0.0;491.0
2/11/2015 22:58;20.5;28.195;0.0;498.5
2/11/2015 22:59;20.5;28.145;0.0;486.0
2/11/2015 23:00;20.6;28.1;0.0;488.0
2/11/2015 23:02;20.6;27.95;0.0;489.5
2/11/2015 23:03;20.6;27.84;0.0;488.0
2/11/2015 23:04;20.6;28.4;0.0;493.5
2/11/2015 23:05;20.6;27.995;0.0;497.5
2/11/2015 23:06;20.65;28.495;0.0;496.5
2/11/2015 23:08;20.6;28.29;0.0;492.0
2/11/2015 23:09;20.6;27.84;0.0;491.5
2/11/2015 23:10;20.6;27.76333333;0.0;494.0
2/11/2015 23:12;20.6;27.945;0.0;492.0
2/11/2015 23:13;20.6;28.1;0.0;497.0
2/11/2015 23:15;20.6;28.29;0.0;499.0
2/11/2015 23:16;20.6;27.695;0.0;501.0
2/11/2015 23:17;20.6;28.1475;0.0;498.25
2/11/2015 23:18;20.6;28.29;0.0;498.0
2/11/2015 23:19;20.6;28.03;0.0;498.0
2/11/2015 23:21;20.6;27.7;0.0;493.0
2/11/2015 23:22;20.6;27.995;0.0;494.5
2/11/2015 23:23;20.6;27.295;0.0;495.0
2/11/2015 23:25;20.7;27.79;0.0;500.0
2/11/2015 23:26;20.6;27.56333333;0.0;497.6666667
2/11/2015 23:28;20.65;27.95;0.0;489.5
2/11/2015 23:29;20.6;27.4;0.0;490.0
2/11/2015 23:30;20.6;27.79;0.0;493.0
2/11/2015 23:31;20.6;27.445;0.0;497.5
2/11/2015 23:32;20.6;28.5;0.0;502.0
2/11/2015 23:34;20.6;27.36333333;0.0;497.6666667
2/11/2015 23:35;20.6;27.0;0.0;498.0
2/11/2015 23:36;20.6;27.2;0.0;499.0
2/11/2015 23:37;20.65;27.34;0.0;495.5
2/11/2015 23:38;20.7;27.65;0.0;497.5
2/11/2015 23:39;20.6;27.53;0.0;495.6666667
2/11/2015 23:41;20.6;27.22666667;0.0;495.6666667
2/11/2015 23:42;20.6;27.79;0.0;498.0
2/11/2015 23:43;20.63333333;27.09666667;0.0;497.0
2/11/2015 23:44;20.6;26.84;0.0;498.0
2/11/2015 23:45;20.6;27.195;0.0;497.0
2/11/2015 23:47;20.6;27.745;0.0;499.0
2/11/2015 23:48;20.6;27.56666667;0.0;499.3333333
2/11/2015 23:49;20.55;27.495;0.0;498.5
2/11/2015 23:50;20.55;27.445;0.0;502.5
2/11/2015 23:51;20.6;26.895;0.0;501.0
2/11/2015 23:53;20.6;27.245;0.0;504.5
2/11/2015 23:54;20.6;27.49666667;0.0;508.0
2/11/2015 23:55;20.56666667;27.09333333;0.0;501.3333333
2/11/2015 23:57;20.6;27.04;0.0;502.0
2/11/2015 23:58;20.6;27.245;0.0;506.5
2/12/2015 0:00;20.6;26.65;0.0;508.0
2/12/2015 0:01;20.55;26.85;0.0;505.5
2/12/2015 0:02;20.6;26.8;0.0;502.3333333
2/12/2015 0:03;20.6;27.16666667;0.0;500.0
2/12/2015 0:04;20.6;26.89;0.0;498.0
2/12/2015 0:06;20.6;26.99666667;0.0;502.3333333
2/12/2015 0:07;20.6;27.36333333;0.0;500.3333333
2/12/2015 0:08;20.6;26.7;0.0;499.0
2/12/2015 0:10;20.6;27.0;0.0;504.0
2/12/2015 0:11;20.6;26.5;0.0;505.0
2/12/2015 0:13;20.55;26.795;0.0;506.5
2/12/2015 0:14;20.6;26.76333333;0.0;506.0
2/12/2015 0:15;20.6;26.5;0.0;505.0
2/12/2015 0:16;20.6;27.15;0.0;504.0
2/12/2015 0:17;20.6;26.79333333;0.0;505.6666667
2/12/2015 0:19;20.6;27.145;0.0;508.0
2/12/2015 0:20;20.6;27.2;0.0;506.0
2/12/2015 0:21;20.56666667;27.15666667;0.0;499.0
2/12/2015 0:22;20.575;27.0425;0.0;504.6666667
2/12/2015 0:23;20.6;26.84;0.0;508.6666667
2/12/2015 0:24;20.6;26.65;0.0;506.0
2/12/2015 0:26;20.55;26.79;0.0;504.0
2/12/2015 0:27;20.6;26.545;0.0;506.0
2/12/2015 0:28;20.6;26.395;0.0;507.0
2/12/2015 0:29;20.6;26.8;0.0;508.5
2/12/2015 0:30;20.6;26.89;0.0;508.0
2/12/2015 0:32;20.6;26.65;0.0;502.0
2/12/2015 0:33;20.6;26.5675;0.0;511.0
2/12/2015 0:34;20.6;27.0;0.0;514.0
2/12/2015 0:35;20.6;27.245;0.0;508.0
2/12/2015 0:36;20.6;26.59;0.0;506.5
2/12/2015 0:38;20.6;26.6;0.0;510.3333333
2/12/2015 0:39;20.6;26.2;0.0;507.0
2/12/2015 0:40;20.6;26.15;0.0;511.5
2/12/2015 0:42;20.6;26.77;0.0;515.25
2/12/2015 0:43;20.6;26.7;0.0;513.0
2/12/2015 0:45;20.66666667;26.26;0.0;516.0
2/12/2015 0:46;20.65;26.35;0.0;516.0
2/12/2015 0:47;20.7;26.7;0.0;510.0
2/12/2015 0:48;20.7;26.7;0.0;510.0
2/12/2015 0:49;20.65;26.245;0.0;510.5
2/12/2015 0:51;20.6;26.295;0.0;520.0
2/12/2015 0:52;20.6;26.545;0.0;518.6666667
2/12/2015 0:53;20.6;26.0;0.0;516.5
2/12/2015 0:55;20.65;26.0;0.0;516.5
2/12/2015 0:56;20.65;26.445;0.0;509.5
2/12/2015 0:58;20.66666667;26.3;0.0;521.0
2/12/2015 0:59;20.65;26.245;0.0;513.3333333
2/12/2015 1:00;20.6;26.195;0.0;518.0
2/12/2015 1:01;20.6;26.495;0.0;521.0
2/12/2015 1:02;20.6;26.09666667;0.0;514.0
2/12/2015 1:04;20.6;26.1;0.0;518.0
2/12/2015 1:05;20.6;27.0;0.0;517.0
2/12/2015 1:06;20.6;26.29333333;0.0;519.0
2/12/2015 1:07;20.6;26.55;0.0;521.5
2/12/2015 1:08;20.6;26.56;0.0;525.6666667
2/12/2015 1:09;20.6;25.7;0.0;522.0
2/12/2015 1:11;20.6;25.79;0.0;523.0
2/12/2015 1:12;20.6;26.245;0.0;521.5
